Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
External balance on goods and services (current LCU),NE.RSB.GNFS.CN,Puerto Rico,PRI,3583800000,11422900000,19728800000,26370300000,28423700000,25153600000,14039900000,14282800000,17724200000,12858900000,7564500000,7220000000,17260500000,11775400000,19615800000,20847100000,20155600000,19025300000,14745000000,17488500000,17638000000,16182600000,21425600000,18187700000,17751500000,9602400000,8475400000,2559400000,3883500000,4994700000,5098400000,3404800000,5663900000,5418700000,2312100000,2093700000,1344300000,1472500000,431500000,-382400000,14400000.0000019,391100000,-1146400000,-1624900000,-1353500000,-1788300000,-1628200000,-2085600000,-1812300000,-922800000,-1030500000,-1133500000,-1082300000,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (current US$),NE.RSB.GNFS.CD,Puerto Rico,PRI,3583800000,11422900000,19728800000,26370300000,28423700000,25153600000,14039900000,14282800000,17724200000,12858900000,7564500000,7220000000,17260500000,11775400000,19615800000,20847100000,20155600000,19025300000,14745000000,17488500000,17638000000,16182600000,21425600000,18187700000,17751500000,9602400000,8475400000,2559400000,3883500000,4994700000,5098400000,3404800000,5663900000,5418700000,2312100000,2093700000,1344300000,1472500000,431500000,-382400000,14400000.0000019,391100000,-1146400000,-1624900000,-1353500000,-1788300000,-1628200000,-2085600000,-1812300000,-922800000,-1030500000,-1133500000,-1082300000,..,..,..,..,..,..,..,..,..,..,..
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD.FE,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Puerto Rico,PRI,2.378,2.0485,1.432,1.3365,1.2425,1.101,1.035,0.982,0.922,0.907,0.9,..,1.47,1.5425,1.5965,1.6235,1.6528,1.6516,1.6505,1.7123,1.7702,1.7822,1.7624,1.8317,1.9346,2,1.9,1.9,1.94,2.248,2.278,2.307,2.29,2.302,2.386,2.307,2.328,2.355,2.351,2.353,2.456,2.613,2.711,2.815,2.846,2.9,2.923,2.863,2.772,2.882,2.93,3.058,3.291,3.243,3.315,3.381,3.569,3.817,4.044,4.108,4.525,4.359,4.51,4.796
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,Puerto Rico,PRI,..,..,79.7836772983114,76.2778625954198,70.2759223300971,68.0318181818182,68.7318725099602,69.2133466135458,67.5249003984064,..,..,..,67.5518450184502,66.0132486388385,61.119120458891,69.4252032520325,35.7769401330377,70.2351219512195,67.4314363143632,62.6659817351598,44.7175889328063,40.5716606498195,34.7421568627451,60.6864705882353,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,Puerto Rico,PRI,79.2653385339309,70.2767180211923,71.1908150456144,68.4309144816712,66.6909150854877,69.1294449734401,72.5149344133854,73.378333130403,70.9608856317554,82.3834454920105,85.0752682112441,87.0753157487174,71.3196681307955,70.5870537824128,68.4207641724056,68.7383679622042,68.7071512757092,69.4920829181765,69.9241421069534,69.2954730719124,68.0818887064306,66.4278442778409,66.4287306521408,65.9015742039973,65.4722504782657,71.7710620494113,72.2532836350728,76.6256835162667,75.7029573892938,74.7275368768095,75.0479395262811,75.579750166132,76.0201360479786,77.7445284454926,82.0011221112737,83.2898756149141,84.8275603725995,86.4243751505046,89.3214123770282,88.4582467932327,91.8346202377783,89.2443421099724,90.2699348822051,90.311787809727,91.9411764705882,96.3242274966413,100.574115367928,101.497446647191,98.6387421782565,92.4266083697689,92.3226322403747,91.284425413579,91.8343132393568,86.5195542932052,86.5559217163225,87.8808635867773,88.1478755626008,91.6574672764548,90.6472323442651,92.5111845944369,90.1182721974631,..,..,..
Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,Puerto Rico,PRI,2.33406839146522,1.65972015480807,-1.55431127195745,-2.87499727294544,-1.5865350193105,2.01239361717302,2.03981748339072,4.69686172399616,-4.51154687403874,19.7348616735161,5.82971654533111,2.91217814048987,1.09850282607746,2.23373002920091,0.929578217239964,0.643421064422611,-2.00828957305184,-1.74799834345663,0.982783857252343,0.775289087125614,2.95133239324596,7.08146197924731,3.49726009557105,3.08146679471679,1.2801606476107,5.20710985827269,3.93066406249991,5.67335806776579,21.8077066965957,-8.24774824253073,4.07693736692427,4.19433608290399,2.9870886619439,-1.03646599996982,2.55291363411949,4.60285200239878,5.81723311239608,4.35614422369397,4.7519944502253,5.15927697171125,3.15433014904163,-0.970853688830246,-0.935116069231228,0.837486300378259,4.46062124681407,5.3501126459274,-38.1772394096709,82.9716580430922,0.390221211494747,-2.13454729387956,6.97183670156649,13.4530386740329,3.4877072612923,14.7512301804267,9.0507989506319,7.15107116998172,2.16700752795767,8.91469194312802,8.15521041570548,..,..,..,..,..
Final consumption expenditure (constant 2015 US$),NE.CON.TOTL.KD,Puerto Rico,PRI,41613660098.3365,60379180888.0867,72834798469.7609,70740800000,69618472435.0596,71019470130.7161,72468137699.0539,75871865920.7336,72448871125.5119,86746555626.1555,91803633931.9984,94477119291.5414,73984751806.621,73180858013.1983,71581911363.5937,70922630043.6146,70469216262.2497,71913446510.135,73192856428.0255,72480529484.5998,71922918942.8933,69861086079.1655,65241064875.174,63036514024.5542,61152131401.1657,59393416385.7041,56453804753.0386,54318718409.3132,51402472110.7849,42199687938.3179,45993081510.2666,44191424799.6341,42412501927.6215,41182348660.0743,40664522335.9527,39652235021.8469,37907412907.7643,35823477700.9337,34328096316.1535,32770828370.6857,31163040783.84,30210114048.353,30506285445.9299,30794247401.7828,30538491717.3082,29234453474.246,27749807513.2586,44886069868.5776,24531706357.4985,24436350534.3981,24969332750.9329,23341968803.0534,20574123951.0722,19880741873.1631,17325079514.9682,15887164222.2552,14826883248.8405,14512398481.2643,13324555413.3709,12319846045.4717,..,..,..,..
Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,Puerto Rico,PRI,41901846436.096,60797323752.1351,73339200000,71230700000,70100600000,71511300000,72970000000,76397300000,72950600000,87347300000,92439400000,95131400000,74497117088.185,73687656103.4187,72077636297.1119,71413789267.9712,70957235468.2366,72411467418.0879,73699737610.654,72982477602.1572,72421005450.1158,70344893812.0464,65692877657.6467,63473059670.3573,61575627165.6104,59804732552.4333,56844763279.7801,54694890860.6952,51758448733.7108,42491932684.221,46311596576.9874,44497462885.284,42706220470.4475,41467548044.4263,40946135626.902,39926837937.5222,38169932437.9861,36071565391.8517,34565828069.0498,32997775603.6658,31378853634.133,30419327612.1279,30717550080.1998,31007506253.8474,30749979389.0946,29436910313.2559,27941982760.0857,45196918567.3288,24701595345.8127,24605579156.732,25142252425.5009,23503618523.1105,20716605564.563,20018421620.1219,17445060578.9989,15997187317.1662,14929563598.8451,14612900935.5194,13416831719.2228,12405164455.4653,..,..,..,..
Final consumption expenditure (current LCU),NE.CON.TOTL.CN,Puerto Rico,PRI,24258300000,43362000000,72932000000,70740800000,69583100000,71511300000,73209700000,77140000000,73182600000,87677900000,96617600000,102663800000,73067000000,71691600000,68661400000,67625700000,66223800000,65071900000,62598981000,60478431000,57130591000,53356381000,49706892000,47201014000,45312297000,41513100000,39079200000,36923648000,34324353000,31869300000,29787000000,27905900000,26326100000,25101400000,23092500000,21976700000,20380500000,19021400000,18122600000,16950900000,15865900000,14961100000,14403200000,13037500000,11722500000,10754600000,9967800000,9102900000,8086700000,7102800000,6464800000,5777300000,5185700000,4356000000,3861000000,3464000000,3114000000,2906000000,2612000000,2378000000,2103000000,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Puerto Rico,PRI,24258300000,43362000000,72932000000,70740800000,69583100000,71511300000,73209700000,77140000000,73182600000,87677900000,96617600000,102663800000,73067000000,71691600000,68661400000,67625700000,66223800000,65071900000,62598981000,60478431000,57130591000,53356381000,49706892000,47201014000,45312297000,41513100000,39079200000,36923648000,34324353000,31869300000,29787000000,27905900000,26326100000,25101400000,23092500000,21976700000,20380500000,19021400000,18122600000,16950900000,15865900000,14961100000,14403200000,13037500000,11722500000,10754600000,9967800000,9102900000,8086700000,7102800000,6464800000,5777300000,5185700000,4356000000,3861000000,3464000000,3114000000,2906000000,2612000000,2378000000,2103000000,..,..,..
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Financial intermediary services indirectly Measured (FISIM) (current LCU),NV.FSM.TOTL.CN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Fish species, threatened",EN.FSH.THRD.NO,Puerto Rico,PRI,..,..,..,..,..,..,32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions,IT.NET.BBND,Puerto Rico,PRI,..,..,610000,704000,687000,660000,609000,610000,670000,769000,722000,751000,602000,573000,558000,552000,480000,426000,182000,150000,118000,86300,54300,22700,2430,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Puerto Rico,PRI,..,..,17.1184,20.0014,19.7598,19.576,18.5111,18.5504,20.4383,23.6441,22.2824,23.1596,16.6789,15.7202,15.1546,14.8464,12.8592,11.3709,4.84172,3.9784,3.12183,2.27193,1.42765,0.596529,0.0636505,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fixed telephone subscriptions,IT.MLT.MAIN,Puerto Rico,PRI,982187,1299290,823527,813106,813546,783739,703266,686901,714199,726739,739111,758051,660838,706274,826145,890820,905735,949377,1012910,1038000,1037700,1111890,1212780,1276490,1288440,1294704,1261733,1256646,1254088,1195921,1130238,1095446,1096225,1032758,812998,763584,696100,639368,593500,547462,501400,473792,451600,413200,377400,340200,306800,276200,242900,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Puerto Rico,PRI,27.7,34.1,23.1,23.1,23.4,23.2,21.4,20.9,21.8,22.3,22.8,23.4,18.3,19.4,22.4,24,24.2,25.3,26.9,27.5,27.4,29.3,31.9,33.5,33.8,34.1,33.5,33.6,33.7,32.4,30.8,30.1,30.4,28.9,23.13771528,21.89193141,20.10728701,18.61343629,17.42370487,16.2237594,15.01475872,14.35267524,13.85511951,12.85398225,11.9196212,10.91374898,9.99716508,9.144314633,8.172213331,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Puerto Rico,PRI,177.8,146.15,98.08,101.53,100.39,100.55,98.51,95.06,95.41,91.37,95.25,..,107.07,123.76,114.75,118.65,121.33,123.57,125.16,128.04,126.83,140.9,132.27,135.59,138.09,130.63,149.88,147.82,150.18,156.55,163.37,173.53,176.98,184.6,187.87,188.59,190.19,175.43,168.38,168.27,172.61,173.34,182.52,185.2,198.22,198.62,190.54,192.53,184.58,183.82,186.66,194.82,195.66,209.74,205.4,215.75,239.1,254.24,244.18,250.3,250.93,239.02,245.43,..
"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,Puerto Rico,PRI,16.1744695239116,8.37628277274105,..,..,4.99472169906022,3.49155822757381,3.50618359893758,2.22868080248644,2.275659706172,2.5672856570307,..,..,..,..,..,..,..,..,..,8.51012121427265,7.15626085949264,7.05602314887077,6.53503778569186,7.04448050597096,7.23220189552568,8.7660596701199,9.58929130570922,11.5003626567195,12.5203067125869,15.9050597852543,17.0490767938322,15.9445066713828,16.3034358276516,15.0979757212924,15.307781440595,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
