Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
Final consumption expenditure (current LCU),NE.CON.TOTL.CN,Japan,JPN,294232200000000,375959400000000,402378200000000,405614700000000,404782700000000,409415000000000,413789600000000,415641800000000,404977200000000,413331600000000,431943200000000,..,396750000000000,388550800000000,383560300000000,384563000000000,380844500000000,389475000000000,390815300000000,388662500000000,386317900000000,383570100000000,381101200000000,382016500000000,380935600000000,371307800000000,368384500000000,369098600000000,362015600000000,353776800000000,344756700000000,333610100000000,324903000000000,311143900000000,273748200000000,256477700000000,243464600000000,233081600000000,223456600000000,211876800000000,202350800000000,192242900000000,179568400000000,168407300000000,154700293685000,140624353785000,128128952383000,114742677982000,102054061543000,86988065043000,70833536611000,58348124846000,50397212189000,44353839216000,..,..,..,..,..,..,..,..,..,..
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Japan,JPN,2032095585061.38,3488680514635.95,3797999260301.2,3350968358065.59,3720672027547.26,3650076538704.89,3747307426477.4,3812889403569.02,3792824016905.28,3765970993587.01,3284785614019.56,..,4065242317146.24,4869640083758.5,4806097268216.69,4380992795899.97,4070151683069.7,3768158708198.09,3318927250570.05,3341916073441.54,3505028207682.58,3545239525662.47,3287239667568.05,3046675120426.2,3134526849169.21,3259750954288.94,2814129756396.42,3050631080519.28,3327988556625.31,3761198219001.57,3373095791123.57,3000150182827.36,2565334899839.16,2309787857619.55,1984194473356.89,2001360106810.91,1683274392878.75,1383111064693.88,936784331743.914,892028334157.817,851961398112.177,771822093355.179,814236962887.658,742730465800.597,705942747490.189,668234260533.915,477185029916.949,386921971596.935,343862398325.401,297820187936.628,260703325047.285,192458500840.281,143713763917.694,123205108933.333,..,..,..,..,..,..,..,..,..,..
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Financial intermediary services indirectly Measured (FISIM) (current LCU),NV.FSM.TOTL.CN,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Fish species, threatened",EN.FSH.THRD.NO,Japan,JPN,..,..,..,..,..,..,77,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions,IT.NET.BBND,Japan,JPN,..,855000,37800000,38900000,39800000,40500000,41500000,42500000,44000000,45200000,46100000,47900000,36900000,36100000,35700000,34100000,32900000,30100000,28300000,26400000,23300000,19600000,14900000,9400000,3840000,216000,32000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Japan,JPN,..,0.672809,29.6415,30.542,31.3036,31.8991,32.6965,33.5459,34.8371,35.9392,36.8414,38.5463,28.9051,28.2443,27.8667,26.6035,25.6358,23.5008,22.0966,20.6558,18.2163,15.301,11.684,7.37142,3.01351,0.170676696,0.025334817,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fixed telephone subscriptions,IT.MLT.MAIN,Japan,JPN,54527953,61957100,63557400,63705600,64130400,63954500,63442800,62743200,61978600,61429800,60367000,59757500,64019300,64225300,64668500,65618700,66794300,48426800,51235000,56029000,58053000,59608000,60219000,60772500,61325800,62053583,62413286,65735000,64037000,62292000,60690000,58830075,57652436,56259918,52453639,50339604,48419274,46771989,45299761,43958545,42879293,41500868,40275768,39934000,38611000,37214000,35837000,34444000,32377000,16403000,16403000,16403000,16403000,16403000,7399000,7399000,7399000,7399000,7399000,3632940,3632940,3632940,3632940,3632938
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Japan,JPN,44.2,48.8,49.9,50.1,50.4,50.3,50,49.5,49.1,48.9,48.3,48,50.1,50.2,50.5,51.2,52.1,37.8,40,43.8,45.4,46.6,47.2,47.7,48.2,48.9,49.3,52.1,50.8,49.6,48.4,47.1,46.4,45.4,42.55160482,40.9937297,39.60065065,38.42894733,37.4010266,36.48898458,35.79426496,34.84594075,34.02079827,33.95049774,33.06712773,32.13379901,31.2273672,30.31378739,28.80217743,15.6324,15.6324,15.6324,15.6324,15.56013267,7.51572,7.51572,7.51572,7.51572,7.438517421,3.87829,3.87829,3.87829,3.87829,3.845809762
Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,Japan,JPN,0.594629356169326,0.452783919166762,0.683471543542389,0.813866922016466,0.891941427614723,0.851965414543185,0.943387365861318,1.01645127952317,1.19511218925468,1.23514819621905,1.2062494202247,1.16659144062924,0.645742699069777,0.575029731561041,0.564169045394337,0.617652354676986,0.690451412892872,0.509377077517787,0.507222939624939,0.486625592454053,0.495691499202032,0.474776788125197,0.503396685872992,0.531336354831289,0.758601855147861,0.518565622541601,0.528752165353626,0.5370486004476,0.49257797903468,0.492825176194672,0.526452848673301,0.565730769430735,0.576314837694482,0.595214005305751,0.630821429660267,0.682110639530101,0.713239997490517,0.750091666276428,0.812084999161541,0.934451233586566,1.02796779517254,1.07651163285124,1.2090401090852,1.31535680633902,1.28450620405617,1.19650637123602,1.1739697636655,1.39699959933791,1.45051976909078,1.68184154252526,2.37744059225377,2.42246347575678,3.01480502099135,3.48639155721389,3.66484300414301,3.42366291051502,3.75227411832375,4.1630277792186,4.40628540306442,5.27830501526275,5.86904619857181,7.3893618872157,..,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Japan,JPN,14.5460540397824,12.7955329229744,8.48340286482418,10.0360297410722,10.3478193778417,10.0437146393493,9.42472232479178,9.81903513557923,10.5846916302108,9.50819177781891,8.88622489867363,9.6868733799793,8.61160768330529,8.90973337350933,9.24235600544921,9.23605680131201,10.4597598321224,8.66932564165848,8.89967332839888,9.00988229766332,10.397420153451,11.5830998869756,12.3066158270018,13.254453387045,13.0663950060951,15.1494360756702,15.8589353552231,14.6480136568811,15.492061722163,16.0701402168553,18.0149150033437,17.4002395564459,17.081411529623,15.545234802152,15.8690468354854,16.8842690924034,16.6265846474108,17.5835782604899,13.9215146363514,13.8604012829683,13.6913880585299,12.7197066865943,12.9566650564309,12.0444358068357,15.0861392195262,16.8287989179932,16.8251952895977,16.7504993147157,17.8845837278622,15.5821087820752,18.9167475223328,18.5447000699654,18.1839541159188,16.9185079935803,17.4860636466026,18.075936083116,19.4660106425987,22.5506072812597,22.6966552284957,21.6384797259099,20.7643475573489,17.3352141447202,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Japan,JPN,108.84,101.97,100.86,99.72,99.42,99.87,99.67,100.39,100.3,100.37,100.27,..,100.92,96.88,94.97,96.15,98.31,99.94,99.43,97.69,99.65,98.71,97.92,100.92,99.95,102.63,101.28,106.02,105.66,107.87,110.73,105.03,112.22,108.74,109.79,108.84,111.38,111.64,110.64,108.08,105.14,104.83,101.42,100.82,105.45,102.92,102.37,94.56,97.43,94.71,93.64,94.53,88.97,91.2,90.71,91.33,87.07,81.76,80.39,78.76,76.55,75.22,71.3,..
"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,Japan,JPN,8.85674013723455,11.4292973286876,12.3766927666362,12.9376007345817,13.1063330392351,12.5263109970244,12.4969120536188,13.07734267652,13.4570976627455,13.4570976633975,13.4570976628561,..,12.550245652827,12.8934968893728,12.7673285711165,12.8469194398764,14.4147596790334,11.379421119908,10.8276795330897,10.7103347618738,10.9817598639719,11.5846929928273,11.9690963104158,12.4864010509678,12.0082114049443,11.6976582425226,11.076645722315,10.2772075635441,10.3737675229727,10.5767589526508,10.6974963495851,10.1768585131894,9.62753687437541,8.91223462464434,9.09310098272336,9.46811173340726,9.90813907546424,9.77291617497666,9.22265470177543,9.26621552841734,9.61946622746593,9.4666113055169,9.28053207032992,9.16067579561718,9.34602280078782,10.0556680876492,10.0151682447743,9.58524483397364,9.99266729789604,8.35849267009481,8.08234948892021,8.93551171266875,8.61875653381406,7.86292109744125,8.05727602706925,8.49190414912697,8.91520570573165,9.77243072086835,9.75339429204766,8.99991155594475,9.82263244528878,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Japan,JPN,..,34339324665.5464,118172189795.213,133162791214.283,137656207444.103,154947985695.973,134928938193.782,218323780735.708,87533471953.2795,174664675618.35,126856646628.759,162085534167.902,145036160640.494,117085390234.641,117685915139.306,72215534552.4662,61450645280.7978,89018788218.0295,51358484681.0392,60549386566.5095,46205395349.6241,33085785004.4804,25693039711.6221,19344378431.0937,30734354195.9472,9481358283.57827,17293070283.0307,21500257090.9753,26440694396.687,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Japan,JPN,0.0566884199193586,0.215124715468568,0.403354543401037,0.118161987748241,0.818481615264516,0.381319638034274,0.501685482403774,0.780785313301259,1.23793178201869,0.695725961783807,1.12781929281189,0.474344093551759,0.204293384186424,0.00872020150189613,-0.0136482744839263,0.12920448958805,0.231146374633737,0.482208589465112,0.472322726975048,-0.0520879011005219,0.113001254131506,0.153847735604894,0.194079344432153,0.276304070175934,0.112602474486226,0.318821542368848,0.0612933042415228,0.0553581188953659,-0.000775960962533409,0.000747679992747887,0.0177719633875045,0.00463826759403748,0.0692240549951432,0.0352041027838152,-0.034079821582322,-0.0154780274805173,0.0456232867871164,0.0114197259705999,0.042656252379914,-0.000743038932177452,0.0327337414247951,0.0378862599051325,0.0151780236322806,0.0246153356875833,0.0221725359981055,0.000772490390318695,0.00284912154915155,0.0188684316932332,0.042412526692308,0.0412214789479444,-0.00951387318857229,0.052010587552285,0.0855871079451579,0.0432733723161381,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Japan,JPN,1806039010,10688168325.6084,19752249424.0871,5252218412.39172,40954181468.5533,18802251208.1069,25289367857.8518,39960544340.0141,62584719398.0912,35027163875.7213,48004621740.7637,19983856529.9978,10648441636.2071,546962692.190728,-850717035.068239,7440979284.16286,12226471578.7439,24624845329.5648,21631204435.6847,-2396909736.30508,5459618342.94079,7527948175.22325,8771535612.31506,11557373873.9419,4926033619.18462,14780510030.7061,2512021924.4741,2486935040.42281,-38203596.3353635,41463070,888384470,210435440,2755603980,1284268820,-1059696732.4809,-483800486.9218,1177422254.1794,242107761.69,608713150.2163,-10000000,416000000,439000000,189000000,278000000,239000000,8000000,21000000,113000000,226000000,202000000,-42000000,169000000,210000000,94000000,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Japan,JPN,1.59373585093941,0.90628499878474,2.81651208481112,3.11399705562359,3.56958225944537,3.52374706152561,3.17837909643411,5.04659310842062,2.96935229430291,4.164997692301,4.10818593879765,4.32166533844336,2.98685341493345,1.87540729067941,1.87441744713933,1.38314848349735,1.39289559918143,2.22539209896608,1.59374800913996,1.26372738030238,1.06934422431377,0.830017786881675,0.762564558891062,0.738773360676762,0.815148295676261,0.52333825156509,0.483244007697163,0.533944720064005,0.536266324114521,0.408079928959411,0.36250499358969,0.306660845216759,0.434703263934965,0.867262229515636,1.48743735647609,1.13369061926649,0.778864249419751,0.679333747628527,0.451298449766016,0.44322272304385,0.284217004871058,0.391807790362873,0.393022474372387,0.21117832954995,0.268853595491672,0.228946839430703,0.223181188016872,0.332451747798472,0.330855241409465,0.410582255659723,0.43129558454861,0.222506833137882,0.146720756477413,0.163426033747117,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,Japan,JPN,50774904690,45027492991.1547,137924439219.3,138415009626.675,178610388912.656,173750236904.08,160218306051.633,258284325075.722,150118191351.371,209691839494.071,174861268369.523,182069390697.9,155684602276.701,117632352926.831,116835198104.238,79656513836.6291,73677116859.5416,113643633547.594,72989689116.7238,58152476830.2044,51665013692.5648,40613733179.7036,34464575323.9372,30901752305.0355,35660387815.1318,24261868314.2843,19805092207.5048,23987192131.3981,26402490800.3517,22630332260,18120890730,13913020020,17304245530,31638296450,46251195964.1646,35436044696.9224,20100526832.506,14402444813.672,6440118053.4594,5965000000,3612000000,4540000000,4894000000,2385000000,2898000000,2371000000,1645000000,1991000000,1763000000,2012000000,1904000000,723000000,360000000,355000000,..,..,..,..,..,..,..,..,..,..
Forest area (% of land area),AG.LND.FRST.ZS,Japan,JPN,68.4311574328031,68.2469135802469,68.4455418381344,68.4334705075446,68.4224965706447,68.4087791495199,68.4087791495199,68.4087791495199,68.4087791495199,68.4087791495199,..,..,68.4576131687243,68.4696844993141,68.481755829904,68.4938271604938,68.4691358024691,68.4444444444444,68.4197530864198,68.3950617283951,68.3703703703704,68.3456790123457,68.320987654321,68.2962962962963,68.2716049382716,68.2672153635117,68.2875171467764,68.3078189300412,68.3281207133059,68.3296763576522,68.3499725726824,68.3702687877126,68.3905650027427,68.4108612177729,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Forest area (sq. km),AG.LND.FRST.K2,Japan,JPN,249500,248760,249484,249440,249400,249350,249350,249350,249350,249350,..,..,249528,249572,249616,249660,249570,249480,249390,249300,249210,249120,249030,248940,248850,248834,248908,248982,249056,249130,249204,249278,249352,249426,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,Japan,JPN,0.0270722788138366,0.0076441507883248,0.0157796146539137,0.0174102631552034,0.0171223078696739,0.0289614300267575,0.0248700671776733,0.0238516334193079,0.0235544521787159,0.028703107133117,..,..,0.0129496354703832,0.00945176740782279,0.00939955476025869,0.00972314534310046,0.0102615998710135,0.0122020935310245,0.0114936550776121,0.00906273002621271,0.00786506875311476,0.0057486030934192,0.00777473681393973,0.00760690253722191,0.00721410324047586,0.00841188737171905,0.0111952941364368,0.0123625702572528,0.0140408469820068,0.0124983597092926,0.0137210634274143,0.0179260988467178,0.0184885810255541,0.0221402479311716,0.0275873963473578,0.0244909319896666,0.0293411483844062,0.0375392453528375,0.0595655683833152,0.0505993336236272,0.0706072204091028,0.0952957886292081,0.0697348731407177,0.102244427423281,0.0938421233027974,0.068083196796631,0.0759767462505435,0.109869783956514,0.110905181780979,0.11674027608055,0.147945852682919,0.120944205053911,0.146872449317179,0.142460438143544,..,..,..,..,..,..,..,..,..,..
