Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,Japan,JPN,8.89155649658856,6.30211157693485,7.89230147997413,7.97628223108314,7.93896484998486,7.79285454519561,7.5488403489677,7.25706014161966,6.98998977614019,6.75377990475414,6.54329116064859,6.37448248190671,7.71900313560223,7.56483568415249,7.28740908444578,7.0057040992477,6.8955115083307,6.7691812342908,6.58139630687897,6.5370468739037,6.53167847343685,6.4022916421772,6.32490515250869,6.27163085507203,6.25155800252435,6.37671388124136,6.46586017977895,6.64837555926171,6.92186351021375,7.25372112752029,7.76627872107784,8.41288015002634,8.9800422819933,9.16476837280671,8.44507629367979,7.98788956005983,7.59037175808011,7.51641554230022,7.7390698734187,7.77886307916701,7.60059604441175,7.43887497975231,7.32157457630502,7.26309794145254,7.32090190336099,7.43782490746269,7.50237266054725,7.50354906255488,7.48290779400047,7.47376051788872,7.4608752106172,7.42408025582407,7.36948259212652,7.28336644087323,7.12771029554759,6.87591621574256,6.53525221297243,6.116395308333,5.72073594246225,5.39410286285914,5.13410156050572,4.99298966962114,4.95993133715452,4.96228445813866
"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,Japan,JPN,7.25988753389982,6.73412099224407,6.41782954612435,6.51878803291121,6.77690471919783,7.03021497689794,7.17049013070682,7.33418077444828,7.42601803780439,7.41525571268162,7.30022811618772,7.08879653931085,6.2979701974704,6.11533301868672,6.06588304192181,6.05773547858522,5.93574434879375,5.86376538922534,5.81323422807647,5.79186203417119,5.83439404257546,5.90055244133547,5.98224110846292,6.15398944531287,6.41758924870868,7.21043682280315,7.81254313084619,8.33861230390444,8.49654371581541,8.23588578483291,7.83093899801095,7.41942813345359,7.06996001890356,7.03132567553803,7.300538264973,7.1253504464034,6.95441705628961,6.81512414470039,6.73646367260796,6.77793378554905,6.87285951912429,6.91473062773744,6.89203804193768,6.83454471539772,6.77948678381954,6.7243529781,6.6549831711348,6.59193171190665,6.54210458107132,6.48146687223367,6.40492668932011,6.31728456641949,6.1950840941062,6.07137686071785,5.92770390087643,5.74041101413828,5.57755306207529,5.45769056463991,5.34868754937196,5.30903527811915,5.35064081491878,5.38591026355883,5.39033495751863,5.36585706313099
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,Japan,JPN,7.45054055167961,7.07101016180153,6.86348915708561,6.98369994805208,7.27339224880968,7.5615233804812,7.73114287459737,7.92226917359167,8.03303552827627,8.03161401677296,7.91552706272015,7.69199024867866,6.72737570786893,6.52925501809157,6.47296379796845,6.45841601074087,6.32115312264334,6.23370374178057,6.17066101076547,6.14062171109436,6.17857053586479,6.24245264744936,6.32259771646762,6.4930773115213,6.75273773765047,7.56527898096525,8.19314043570818,8.74827305793762,8.92909546633559,8.65675230805468,8.2060860370174,7.73990677940847,7.33044437215804,7.24186649659282,7.48478541922221,7.3017550898922,7.12830997994342,6.99593188243827,6.91902200560299,6.95529205354254,7.04785889748213,7.08360578643549,7.04962633703908,6.99085519777723,6.94453751766855,6.89783058224195,6.83526604149066,6.76377700214604,6.66851698347139,6.51527129097232,6.28292897022636,5.97522982522747,5.61090670679835,5.26756304338689,4.97389981817061,4.74063824207203,4.61704430367855,4.58181389906637,4.57778238467781,4.62869082774001,4.73693315809576,4.83065469148732,4.88631596553134,4.91442470483629
"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,Japan,JPN,6.51721849198154,8.05993673164148,5.90673494670527,6.03688658984299,6.05271998431803,6.11223733517544,6.30765060548878,6.44301457988818,6.5648040404483,6.84978035588308,7.12902443503782,7.29162930157075,5.82657059367647,5.76866632315619,5.73843801733349,5.77298993838605,5.83231083203119,5.90556437866075,6.06656803191502,6.31717278474758,6.61784307247403,7.07627630093149,7.66100536522707,8.17102381467857,8.32030467361196,7.6539483017449,7.24159228012358,6.89381259478072,6.85114178406771,7.0737167396006,7.11522703538493,6.93871623373536,6.75847754582215,6.608933779088,6.54215610283221,6.62292036763533,6.65331355956153,6.6188056815212,6.54853764124943,6.47862686942559,6.40927303335789,6.32620628971461,6.24568367486741,6.17645301377195,6.09609727893957,5.99673334321856,5.88703999352465,5.7517203673138,5.62358491853865,5.48500974925228,5.31402171222997,5.16761255884471,5.06822509073335,4.97511499680884,4.93286098733006,4.96565743340419,4.99782631171123,4.99661658825717,4.96815652474022,4.93569629788303,4.88816822397408,4.81653476613311,4.68645102237868,4.53068070216986
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,Japan,JPN,6.63999486231213,8.42554294997401,6.28946481325367,6.43755325791923,6.46208810443459,6.53038187896815,6.74416983951459,6.8977930120309,7.03317851892063,7.3408507287758,7.64938020026308,7.83692865440443,6.19066309680332,6.11649709076628,6.0744975875382,6.10202826881806,6.15653586491397,6.22541412820602,6.38229930751429,6.6260109204883,6.92369251209572,7.39247175774494,7.99457212765157,8.52827042135238,8.69768677576018,7.97786451252899,7.5146215529254,7.10943581184125,7.01780111112697,7.2183959301632,7.25256307518783,7.0687834216669,6.88397880663547,6.73627033331298,6.65186173523714,6.72107911417677,6.73704146019498,6.68509121641023,6.60763064368142,6.53983829990119,6.47248828894511,6.39036501363216,6.2988851401098,6.18676748879453,6.02081864192148,5.77842294571748,5.46893143171586,5.11733770155677,4.79586651868824,4.52893476307668,4.32344048144396,4.21687557395915,4.19449043122764,4.19804062126827,4.24192069566069,4.33896144954211,4.42762551434905,4.47705489625035,4.50170069877711,4.52361637815361,4.53271046080352,4.53534650653808,4.50181146057291,4.43777350508887
"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,Japan,JPN,6.3007466732406,6.88902083697326,5.78970273169344,5.74034946033146,5.71480652308563,5.75478970030273,5.82494795541871,5.91863002627481,6.0645193667091,6.09892743170478,6.17735503473444,6.3920759329801,5.85281873095159,6.0017585410829,6.23865879502412,6.5266821956214,6.96998739346913,7.53698437624296,8.0296806014228,8.16531767398833,7.89526228977116,7.4846342392926,7.07101385818827,6.72151415714308,6.6737170354559,6.92847750031221,6.75264644464508,6.57179402702539,6.42017549346055,6.32475926484363,6.34230197838805,6.41223932061305,6.43039826011596,6.38416884447008,6.21626599290699,6.13506092956117,6.04438696608021,5.95862667658517,5.88394369283036,5.7977325176601,5.68975781127764,5.56720113283937,5.41706505261986,5.27335484307873,5.12064344386701,4.93813836444684,4.78245675969949,4.67493524071165,4.57657948261153,4.52971116645456,4.55483929705264,4.57869179503532,4.58063839191714,4.55802120060554,4.52397864290842,4.47951035106708,4.41750855608491,4.29600244457311,4.15179046977955,4.02271523711057,3.90959267404422,3.83825764328806,3.82817705919594,3.84611208005874
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,Japan,JPN,6.25116634914362,6.96405293975536,6.07943169323204,6.03851267152946,6.02254035578933,6.07639526956994,6.16489440111403,6.27950455528624,6.44405147955568,6.48711820003923,6.57353691436971,6.80115098499173,6.13391517813814,6.27570611771781,6.50322918620822,6.78601421063266,7.2361106175573,7.81335389815075,8.3204898400318,8.47049488208237,8.18957605224247,7.73905379267898,7.2752872894216,6.86942662316777,6.77152118609724,6.99720134036081,6.81584289256567,6.63069976602966,6.4772582843301,6.37123493110336,6.36861352700829,6.41945336236986,6.41663310317292,6.34698609006876,6.16429872241739,6.08248119768095,5.99386215365548,5.90033985712146,5.78886574260101,5.6272541045088,5.39204664088595,5.08850134073327,4.73890191924412,4.41398513085324,4.14095291534078,3.92820364242672,3.80998127694816,3.77219748101336,3.76173291927691,3.79305431782296,3.87530201077604,3.94938680594507,3.99847842835626,4.02793490783019,4.04707211377353,4.05656937779765,4.06354529186253,4.03105520009418,3.96969544254779,3.9132197341617,3.86909761240743,3.84832144294187,3.86825768072285,3.90886120923725
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,Japan,JPN,5.6231920131833,6.13815819711107,6.89522359344633,6.4669215712692,6.19160203883752,5.96788775462461,5.83324178359399,5.78532739139504,5.75106984733735,5.74193294130252,5.79905402498949,5.88445916492374,7.44499509950826,7.92014724595365,8.0413217370623,7.76453952624786,7.35200147311449,6.93708255533553,6.58438103045324,6.52681935550292,6.72777021750508,6.75934015840757,6.58041779789067,6.39508313503647,6.23841472954192,6.14738201265695,6.20748264579797,6.21870716081211,6.16559819440455,6.07486868003569,5.98317661983709,5.89541560180926,5.79820820814064,5.70585909244805,5.5286677312964,5.41343769940001,5.28508585861987,5.13130106080972,4.98319469973591,4.82594724197274,4.63904084038067,4.47496686909851,4.35363001199313,4.24016415560062,4.17521440051769,4.17842837402828,4.18371601004799,4.17206164631093,4.1402442385991,4.10029344394797,4.05297241807414,3.98898811466199,3.88068059351761,3.75566069508591,3.63645271407642,3.53055037360968,3.46252737432222,3.44253689362715,3.44889248392552,3.43273642889592,3.39140939657016,3.32266645278182,3.23455610970685,3.15309638522912
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,Japan,JPN,5.39219847750641,6.0798382444399,7.06383719318323,6.63809046753288,6.37447649777039,6.16621019254686,6.04380726376571,6.00835166944972,5.98365133455622,5.98179575142071,6.04697444437994,6.14401693074458,7.61272013738613,8.09322137383074,8.22667704393639,7.94435868651532,7.49762118626117,7.03621903823525,6.63073597910697,6.52482996608132,6.70115310688006,6.72560823768227,6.54322373084321,6.35399871223906,6.19372617066514,6.06293459108083,6.09500573837311,6.07565624445332,5.9919470527314,5.88463269165665,5.78845302593915,5.69916075539719,5.6042298403208,5.50645482731135,5.23093447153009,5.00210069185322,4.71114471970459,4.37694383330256,4.06376822330225,3.79730984104868,3.58455140485022,3.45776583743837,3.40473802390144,3.37708734873989,3.38659267332326,3.44031041595824,3.48753249672763,3.51481146865688,3.52562490438243,3.52889095941909,3.52738833571737,3.52469385796518,3.49543880863428,3.44376079345684,3.39016519477351,3.34811044445779,3.32804723379599,3.33848179258829,3.37010974448531,3.38079644036217,3.35917603056217,3.30482472693965,3.2227298340307,3.13960154096141
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Japan,JPN,12.3996605897915,17.8048884489408,26.5269847082293,27.3282004148449,27.9459201402714,28.4639936602532,28.9016543595685,29.2798136767022,29.5831784516048,29.7870899106731,29.9245612556866,30.0676304224503,25.5814882963769,24.6474521902233,23.9777797284484,23.6005353278114,23.1658899836292,22.5817563321146,21.9407321004338,21.2572911293989,20.6044121547619,20.0610687813337,19.5687750153473,19.0245899250223,18.4193967231786,17.2237546118562,16.6570542146884,16.0812831216864,15.5087837165044,14.9631600789223,14.4403485702924,13.9231270752069,13.4122782560121,12.8981764131666,11.9418720502786,11.5411156562292,11.1838522940648,10.8551773820631,10.5413719005067,10.264995372133,10.0380289449486,9.8024602264576,9.54834566305071,9.29872030751224,9.04156680377251,8.77987972060157,8.52613558831806,8.28450929292633,8.06566069107407,7.860290037295,7.66965006153681,7.48132305753231,7.31965840602745,7.19769827285373,7.07709267377493,6.93840889508669,6.77636027784947,6.58850480984748,6.4198421360422,6.28863841020257,6.15143268880614,6.02457519503156,5.91246180115071,5.79926992730067
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,Japan,JPN,9132175,13125237,19144205,19658215,20065178,20404267,20681893,20916303,21063448,21106986,21110095,21106185,18539709,17945151,17525001,17294182,16983977,16577545,16122990,15631649,15169955,14789420,14439306,14029521,13580660,12700233,12283377,11850852,11428728,11029841,10648317,10268626,9890796,9508320,8780424,8446949,8127213,7815913,7511399,7231923,6993358,6751942,6504871,6264815,6022532,5780319,5544150,5317401,5106753,4900913,4707099,4518158,4352722,4180937,4057025,3927044,3792748,3653436,3532139,3428345,3326377,3231895,3148961,3067702
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Japan,JPN,14.558321050316,20.2811943532399,29.3062351722328,30.1196438838732,30.7532551708455,31.2915535998234,31.7496107305083,32.1466395977312,32.4625385439853,32.6761778591623,32.8230175962138,32.9737569602422,28.3486575293081,27.4055422552259,26.72739657412,26.3340846632466,25.8755361384401,25.2635272686216,24.5934908583657,23.8827128625775,23.2045652271225,22.6378032177801,22.1222083872237,21.5527271196573,20.9231950103147,19.6677439367174,19.0670460397322,18.4548808081147,17.8480305597105,17.2719371008458,16.7207797627272,16.1759525100976,15.6370933790786,15.0935350889064,14.0483380235345,13.5724214893958,13.1161839387429,12.6777015442739,12.2515989387339,11.8725112184251,11.5581245287927,11.2393176150414,10.9053924014682,10.5813765915573,10.2536146513616,9.92512187903403,9.60618043343102,9.30181591650876,9.02777624248271,8.77221237611507,8.53499605770181,8.30560769360091,8.11163843667432,7.9616525350497,7.81267554176523,7.65049184713508,7.47061848826648,7.26981114223932,7.0919792286455,6.95687136332592,6.81933859215204,6.69208278054167,6.58020378514964,6.46724987423005
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,Japan,JPN,6178678,9459018,14618280,15087132,15447380,15737035,15968584,16161603,16288569,16329904,16333009,16333021,14062619,13512146,13126514,12931023,12679250,12341329,11961367,11546648,11156921,10840802,10553542,10216368,9839419,9110380,8771140,8420731,8074653,7744735,7427822,7111474,6797432,6480776,5916318,5699919,5524804,5371173,5226478,5094591,4982713,4862013,4729808,4596741,4455739,4308904,4164732,4025454,3892347,3758140,3630347,3500923,3383938,3261699,3177108,3081512,2975412,2859367,2756225,2665534,2572847,2487415,2412005,2338145
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Japan,JPN,10.1706992849372,15.2253646238012,23.5963987410696,24.3836735623208,24.9835123875129,25.4788661091165,25.8934414950415,26.2501275268893,26.5391605022637,26.7321290424349,26.8590501893754,26.9933334892798,22.664789242482,21.7415361166218,21.0821733599353,20.7235363542389,20.3161198719383,19.7636741175006,19.1556431214211,18.5035709605871,17.8802171492883,17.364629448808,16.8998997672882,16.3852370666773,15.8083775401917,14.6806448756118,14.1520266260383,13.6165845570257,13.0819863746454,12.5701519649142,12.078768805028,11.5919874466557,11.1118414392235,10.6297944857554,9.76814265844013,9.44604307115152,9.19180460877973,8.97722186978429,8.77994556232197,8.61011677404575,8.47385674702381,8.32455266451043,8.15304287133921,7.98032171387135,7.79598285217568,7.60300139306271,7.41614967225184,7.23874901657859,7.07623747620156,6.9219102233582,6.77854638625228,6.63190241430354,6.50297078418296,6.40936670846803,6.31754377425345,6.20267299060382,6.05865290878568,5.88394273235253,5.72456779155657,5.59715518548959,5.46003771226254,5.33337181561742,5.22079775744527,5.10717420601026
"Population ages 65 and above, total",SP.POP.65UP.TO,Japan,JPN,15310853,22584255,33762485,34745347,35512557,36141302,36650477,37077906,37352017,37436889,37443104,37439206,32602328,31457297,30651515,30225206,29663227,28918875,28084356,27178297,26326876,25630222,24992848,24245889,23420079,21810613,21054517,20271583,19503381,18774576,18076140,17380100,16688227,15989095,14696743,14146869,13652017,13187087,12737878,12326514,11976071,11613955,11234679,10861556,10478272,10089223,9708881,9342855,8999100,8659053,8337446,8019081,7736659,7442636,7234133,7008556,6768161,6512803,6288364,6093879,5899224,5719310,5560966,5405847
"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,Japan,JPN,4.71943991509698,5.85754641177778,7.28382575325136,7.7065722557554,7.99206058304038,7.88331513305265,7.42626044331969,6.89666669688858,6.4820447350662,6.21377252351106,5.99492816334222,5.86302916894223,6.85707650773017,6.49319784168017,6.42395152833113,6.61259885205001,6.6352209670982,6.44999732080226,6.25631880704935,6.0891065965506,5.97688992785862,5.97373261385965,6.02076525600556,6.01928866403496,5.95587966408597,5.75807971326282,5.66284156270979,5.56128694998055,5.46528919949931,5.37926679991063,5.28241911504282,5.1639625509326,5.03032484812758,4.87283228582942,4.55596673850721,4.36614954271413,4.19835469775689,4.07079328666123,3.95189882497473,3.8787553839011,3.86899383213293,3.85906196973915,3.83025532150116,3.78189713606175,3.72443275389549,3.65778429137314,3.57687076376078,3.46129074795752,3.33677871092135,3.22289091033682,3.12445619638825,3.05633511640153,3.0329687749197,3.03264562711115,3.00736491761727,2.96160922369492,2.89450349701205,2.80818524758082,2.72892213836421,2.67211154387655,2.60829280856744,2.53997206197251,2.47540052391613,2.41477479871139
"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,Japan,JPN,3.69620193006421,5.46373270086263,7.22748763322601,7.67190570379094,7.9562329244112,7.84243379793054,7.39719967021068,6.88777480864304,6.48733548920618,6.23506910204389,6.03539075231266,5.91717909584542,6.76574524490344,6.35748865038776,6.24125474429408,6.4008881963847,6.41832508356015,6.23886853772121,6.04986805134718,5.88281315828172,5.75489036143266,5.7182898067489,5.72784865811727,5.68696670657961,5.58482717294182,5.35597726002881,5.25588522924405,5.1538147413835,5.05285274328969,4.94001811362082,4.78720368500261,4.57382295376774,4.3029167174573,3.99153942872241,3.44147320633647,3.23672880322516,3.11108303627893,3.05211622146811,3.01549054538991,3.01156507470181,3.04636857473512,3.07202249141166,3.07539654496141,3.06314829493417,3.04150928416191,3.01182711399447,2.98170504170367,2.93313644677531,2.86998373320533,2.80979324134857,2.7635557311684,2.73424967913637,2.735208388182,2.75896637013014,2.76458009500926,2.74412006581997,2.69660987050986,2.62157779740841,2.54704348963623,2.49208009433459,2.43079296717922,2.36824945146887,2.31017293105963,2.25350906861982
"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,Japan,JPN,3.6336423987983,5.07426461756817,6.44262561437748,6.43054493555101,6.25733544466079,6.34295007688132,6.72151401913687,7.16176112867163,7.59703591286039,7.89684469502256,7.80794621959617,7.36984543415219,6.25030306124482,6.04774203047497,5.87047437717724,5.74934188829143,5.73617786873874,5.77342465477682,5.76410802359312,5.69228338759742,5.58458770622121,5.47612107327958,5.37324343449885,5.26560500711303,5.1644352215532,4.97451503032946,4.85376533442601,4.71787828474613,4.55880734827162,4.40422884577551,4.24181806052182,4.0550216159534,3.88741074500681,3.75682815764116,3.5512501811987,3.52946564635239,3.50962671119396,3.47199198209165,3.41610976622711,3.35125774941592,3.2762496185467,3.18470231668909,3.06177938797004,2.93225394638274,2.80974665723366,2.70006053636435,2.61800686083292,2.57711887382428,2.55874468801067,2.52312650994587,2.47364946611706,2.40584160631101,2.32759455571594,2.25684754245399,2.20178412430754,2.14261982692223,2.08064855871111,2.01891274546989,1.96286264985583,1.93514953084104,1.92611816613355,1.91592402021236,1.89545939040889,1.86648998509608
"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,Japan,JPN,2.60625091492059,4.38802595958537,5.97130267489222,5.96305739251811,5.8270121850298,5.95822013111934,6.36783522507691,6.82785607643319,7.26211384159375,7.53579335355312,7.43560397657624,7.02167974812917,5.79560993809056,5.60642298502847,5.43487621829114,5.30162084128284,5.2531551540975,5.24658321847714,5.19173199976924,5.07739430728779,4.94482981394803,4.82568925116582,4.71517056026648,4.60638622524975,4.50159927796061,4.2419544027565,4.04511667993018,3.79730011376492,3.51337847547639,3.24570504502526,3.01499000878665,2.82783966886645,2.70971969685603,2.64910410643629,2.59081327493833,2.61033429556972,2.62095177811494,2.60995538762726,2.58453020330791,2.54969522941195,2.50648184112701,2.4606837186114,2.39950186837905,2.32745163739628,2.2551369661707,2.19152194421313,2.14206410102022,2.11970862169652,2.11748557771039,2.10509037127394,2.0779151969277,2.03092955559977,1.96831219965943,1.90826625545643,1.86144974256733,1.81187819499844,1.76038412474655,1.70950268386102,1.66425070302722,1.63626690437542,1.6193601710679,1.60086513249218,1.57065020752167,1.53275577599726
"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,Japan,JPN,2.97876811846189,4.0084381614871,5.43035881669192,5.45975911311458,5.59466425195072,5.78521492966358,6.00001881106223,6.20425034849841,6.20769211826238,6.0509119483333,6.14526130947328,6.52667034985437,5.45082959605494,5.4277584258612,5.34704726896656,5.23352226833186,5.11921828941142,5.01104147177913,4.89914134349946,4.79397633837065,4.69932771764199,4.59427973695546,4.4688064863047,4.32913671092323,4.16735579350319,3.84469045266935,3.66092564246388,3.49315555462929,3.35942921824783,3.23437111250648,3.14739572531402,3.11664933882435,3.08844718785785,3.04263842441793,2.90453993100273,2.82085085709033,2.72303392527147,2.59872658797355,2.46976142732103,2.34658988471539,2.23376024527047,2.14214204964677,2.08485850951355,2.04978382978438,2.00102897243279,1.93938110542015,1.86537007557486,1.78734160028689,1.71525007008841,1.65807570917396,1.60458176765667,1.54853067180787,1.4952613880478,1.44940262291321,1.42078857344792,1.40635559756807,1.3919782235682,1.36643335442429,1.33802654337211,1.30414794455962,1.2683958581243,1.24656566066394,1.24335037429199,1.24559321489846
"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,Japan,JPN,2.04365404508453,2.7041064361581,4.63444843737146,4.69962654662935,4.84360020157847,5.02165947754248,5.21157830686182,5.38420304607505,5.38154829047667,5.25686978877944,5.38373669222112,5.77260621570585,4.60821188369258,4.53873902277724,4.41806503011859,4.28183915425942,4.15817137993169,4.04545712162952,3.93735244428589,3.83436458463154,3.72539837835032,3.58913863912143,3.41096311706651,3.19238848714454,2.94274668742066,2.49866302923011,2.33126140273485,2.21943493294423,2.15535051105492,2.10842380781274,2.08629865795091,2.09309592561366,2.09368698059737,2.07595293251076,2.00099980677216,1.9507125044701,1.89794548979731,1.83328913204164,1.76201025719754,1.69153408257314,1.627514078058,1.5714146775674,1.53386454695181,1.51465589829352,1.48847166731141,1.44970107961923,1.39791972706755,1.33799301360298,1.27946853786427,1.23130099976895,1.18790912953098,1.14509827981822,1.10610570375099,1.07326562675418,1.0501888515137,1.03567818812675,1.01921308817039,0.992401282315308,0.964540945910203,0.931408597180662,0.889662285947082,0.856944434753393,0.841813087004955,0.832660989782246
"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,Japan,JPN,3.22647061795878,5.34094516240688,10.149424987912,10.5227675794522,10.9091948911937,11.2800734602259,11.6018174569895,11.8839614236726,12.1757657777963,12.5146486922953,12.8748819038021,13.2142120072934,9.79044836427821,9.43684395720955,9.08592339964503,8.73862165457328,8.38491901319174,8.02906382126343,7.67392268422378,7.30734654005878,6.94375987540071,6.59366979368538,6.25939321041461,5.93869673758609,5.63552433117234,5.09045874045582,4.88951350013253,4.68256001875874,4.46450479369171,4.25407034265319,4.0491468618485,3.8403190043873,3.6309105980864,3.42123622101786,3.03658117282583,2.85595544323899,2.68516860452058,2.53618968754742,2.41382892021101,2.29590820039274,2.17912083284258,2.0534112789664,1.92849918248349,1.8174416793284,1.71840626779968,1.62789594587639,1.54593273326247,1.47606469444007,1.41700277346228,1.36811924665842,1.33230862753983,1.2949002990805,1.25581371799088,1.22275674257135,1.1827379263925,1.13990719894987,1.10348820897512,1.07627979476432,1.06216789705334,1.04546234404872,1.01653175932676,0.989621037692855,0.965993496532624,0.94039187552412
"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,Japan,JPN,1.82459239486786,2.66949952719509,5.76315999557995,6.04908391938239,6.35666707649347,6.65655270252412,6.91682829289205,7.15029359573799,7.4081628809871,7.70439679805847,8.00431876826542,8.28186842959935,5.49522217579543,5.23888545842835,4.98797736723152,4.73918816231197,4.48646825434891,4.23276523967275,3.97669062601876,3.70899891038606,3.45509859555729,3.23151175177186,3.04591743183796,2.89949564770343,2.77920440186863,2.58405018359641,2.51976331412921,2.44603476893306,2.36040464482442,2.27600499845535,2.19027645328781,2.09722889840783,2.00551804431283,1.91319801808592,1.73485637039318,1.64826746788654,1.56182430458856,1.48186112864728,1.41791455642661,1.35732238735885,1.29349225310369,1.22043177691997,1.14427991104695,1.07506588324738,1.01086493453166,0.949951255235891,0.894460802460402,0.847910934503777,0.809299627421572,0.775725610966741,0.7491663286252,0.721624899749172,0.693344492590541,0.668868456127295,0.641325085163152,0.610996541658664,0.582445825358879,0.560460968767792,0.548732652982919,0.537399589598915,0.520222288068332,0.50731279690298,0.498161531859013,0.488248371610934
Population density (people per sq. km of land area),EN.POP.DNST,Japan,JPN,338.667032364235,347.991769547325,349.179698216735,348.809327846365,348.631001371742,348.345679012346,347.903978052126,347.415637860082,346.395061728395,344.80546776406,..,..,349.643347050754,350.148148148148,350.707818930041,351.358024691358,351.294924554184,351.338820301783,351.168724279835,350.765432098765,350.543209876543,350.510288065844,350.39231824417,349.643347050754,348.831275720165,347.410150891632,346.776406035665,345.835390946502,345.012345679012,344.136039495337,343.329676357652,342.372462973121,341.264399341744,340,337.545255074054,336.198573779484,334.80252331322,333.101179051275,331.423477783873,329.265149437894,325.797378481704,323.539049699618,321.127183406114,318.883428883429,316.293668122271,313.627183406114,310.786026200873,307.708049113233,304.428376534789,300.496453900709,296.527550463721,292.384069830878,288.238341968912,281.982547041178,278.753749659122,275.459503681484,272.372511589855,269.569130079084,267.117534769566,264.25688573766,261.521679847287,258.884646850286,256.490319061903,..
Population growth (annual %),SP.POP.GROW,Japan,JPN,0.33178288536374,0.167275578113187,-0.132694222147042,-0.106124993746747,-0.0511374152133631,-0.081874296046114,-0.126880068088791,-0.140464977878172,-0.294194617750067,-0.459952415807642,-0.443851919148528,-0.487370782049143,-0.144271883387076,-0.159710675844347,-0.185226486410846,0.0179605415195644,-0.0124946312294096,0.0484253945978966,0.114908847726211,0.0633735894181335,0.00939209655766336,0.0336622582725446,0.213980948779682,0.232527187105684,0.240952587521069,0.182586374140107,0.271729610231193,0.238271217591483,0.226884732460898,0.234590173412918,0.279192363973672,0.32416759914373,0.371192387198527,0.392819832481862,0.399761164504292,0.416110342195181,0.482035496974784,0.532357366362317,0.625935963624604,0.648316736732903,0.695583303069267,0.693656149424745,0.728460836014089,0.788153475885542,0.846614502915837,0.910030976022608,0.968032726245575,1.07155981022304,1.27270755263251,1.32958201880625,1.40718874054303,1.40077918128147,2.19425350665006,1.15164047221803,1.18881486689276,1.12699684549535,1.03457874436927,0.91361031403398,1.07670845932027,1.04044962804068,1.0134602261801,0.929166208260758,0.89603367679599,..
Population in largest city,EN.URB.LCTY,Japan,JPN,32530003,34449908,37185742,37256109,37326706,37397437,37468302,37435191,37393129,37339805,37274002,37194105,37115509,37045504,36975439,36859626,36608508,36359444,36111394,35865373,35621544,35381220,35141860,34904446,34668636,34276928,34105053,33934040,33764118,33586573,33386562,33187742,32990378,32793648,32068104,31613386,31163888,30721387,30303794,29946951,29593344,29244389,28899550,28548512,28169214,27795466,27426678,27063280,26614733,25916141,25235887,24574388,23928475,23297503,22674822,22069607,21478943,20904867,20284371,19506576,18756582,18036396,17343864,16678821
